"id","trilha que pertence","nome do curso","horas de curso","linguagem","framework que aprende","descrição do curso","quais habilidades receberei ao final do curso","projetos a serem entregues","avaliação do curso interna","quais projetos são desenvolvidos","pre requisitos","comentario seu sobre o curso"
"91","Engenharia de Dados com Python","Conceitos de engenharia de dados","31min","Python","Git","Entenda como funciona o mundo dos dados e o papel estratégico dos engenheiros de dados. Curso introdutório da trilha de Engenharia de Dados.","Por que os dados são considerados tão valiosos atualmente | O que faz um engenheiro de dados e por que é uma profissão em alta | Como funciona o pipeline de dados: da origem ao consumo | O que é ETL e como ele organiza os dados | Diferença entre Data Lake e Data Warehouse (e quando se usa cada um) | Quais ferramentas são usadas por engenheiros de dados no dia a dia | Como a engenharia de dados se conecta com outras áreas e trilhas de conhecimento | O que esperar da trilha completa de Engenharia de Dados","não encontrado","4.9","Por que dados são o novo petróleo – e o que isso tem a ver com você | Por que um engenheiro de dados é tão valorizado | Engenharia de dados na prática – como tudo se conecta | Quiz – A era dos dados | ETL e o pipeline de dados – como os dados chegam até os analistas | Data Lake ou Data Warehouse? O que empresas usam (e por quê) | As ferramentas dos engenheiros de dados que você também pode aprender | Quiz – Conceitos essenciais | O que você aprende na trilha de Engenharia de Dados | Integrando os conhecimentos com outras trilhas","Recomendado concluir módulos anteriores da trilha 'Engenharia de Dados com Python' ou ter base em Python","Avaliação interna alta, conteúdo consolidado."
"92","Engenharia de Dados com Python","Docker do Zero: como usar e criar containers rodando Python","4h 57min","Python","Docker","Aprenda Docker na prática e leve seus projetos Python direto pro Docker Hub com Devcontainer e VSCode.","O que é Docker e como funciona a containerização | Diferenças entre containers e máquinas virtuais | Como instalar e configurar o Docker corretamente | Criar imagens Docker do zero usando um RootFS | Entender na prática como funciona um Dockerfile | Executar comandos e scripts Python dentro de containers | Trabalhar com volumes e persistência de dados | Usar VSCode com Devcontainer para desenvolvimento em containers | Automatizar a criação de ambientes portáteis para Python | Fazer o deploy da sua aplicação no Docker Hub","Apresentação | Docker para os Apressados | Ambiente de Execução Reproduzido e Isolado | Comandos Essenciais do Docker | CGroups – Experimento de Controle de Uso de CPU | Namespaces – Experimento com Hostname | Quiz 1 – Docker do Zero: como usar e criar containers rodando Python | O que é o Docker | Desmistificando o Isolamento do Docker | Criando Imagem Docker do ZERO | Exportando, Removendo, Importando e Reutilizando uma Imagem Docker | Quiz 2 – Docker do zero – como usar e criar containers rodando Python | Volumes | Usando Volumes no Docker para Persistência de Dados | Executando Script Python com Docker | Trabalhando com Volumes Gerenciados pelo Docker | Fazendo Backup e Restauração de Volume Gerenciado pelo Docker | Início do Projeto | Customizando Devcontainer | Gerenciando Linha de Comando do APP com argparse | Configuração Avançada de Logging | Acessando API de Produtos e Carts | Salvando dados da API | Escrevendo Scripts de Produção | Construindo Imagem para Produção | Rodando Container usando Imagem de Produção | Upload de Imagem para Docker Hub | Quiz 3 – Docker do zero – como usar e criar containers rodando Python | Teste Final – Docker do zero – como usar e criar containers rodando Python","4.8","Apresentação | Docker para os Apressados | Ambiente de Execução Reproduzido e Isolado | Comandos Essenciais do Docker | CGroups – Experimento de Controle de Uso de CPU | Namespaces – Experimento com Hostname | Quiz 1 – Docker do Zero: como usar e criar containers rodando Python | O que é o Docker | Desmistificando o Isolamento do Docker | Criando Imagem Docker do ZERO | Exportando, Removendo, Importando e Reutilizando uma Imagem Docker | Quiz 2 – Docker do zero – como usar e criar containers rodando Python | Volumes | Usando Volumes no Docker para Persistência de Dados | Executando Script Python com Docker | Trabalhando com Volumes Gerenciados pelo Docker | Fazendo Backup e Restauração de Volume Gerenciado pelo Docker | Início do Projeto | Customizando Devcontainer | Gerenciando Linha de Comando do APP com argparse | Configuração Avançada de Logging | Acessando API de Produtos e Carts | Salvando dados da API | Escrevendo Scripts de Produção | Construindo Imagem para Produção | Rodando Container usando Imagem de Produção | Upload de Imagem para Docker Hub | Quiz 3 – Docker do zero – como usar e criar containers rodando Python | Teste Final – Docker do zero – como usar e criar containers rodando Python",". A maioria esmagadora das vagas de engenharia de dados, ciência de dados e desenvolvimento moderno exige familiaridade com essa ferramenta. E este curso vai te entregar exatamente isso — com profundidade, clareza e prática.","Avaliação interna alta, conteúdo consolidado."
"93","Data Science & Machine Learning","Fundamentos de AI e Machine Learning","2h","Python","Pandas, NumPy, Git","Domine as bases de Inteligência Artificial e Machine Learning com Python.","Introdução ao Machine Learning | Diferenças entre Machine Learning e Inteligência Artificial | Tipos de algoritmo de Machine Learning | Projeto: prevendo preços de apartamentos com Machine Learning","Introdução ao Machine Learning | Como tirar suas dúvidas? | AI Forte x AI Fraco | Machine Learning x Inteligência Artificial | A estrutura de um projeto de Machine Learning | Tipos de algoritmos de ML | Regressão x Classificação | Problemas do ML | Quiz – Conceitos essenciais de Machine Learning | Uma visão geral sobre o projeto | Apresentação do Kaggle | O checklist do ML | Análise exploratória dos dados | Finalizando a análise exploratória dos dados | Correlação | Análise de correlação nos dados | Como funciona o treino? | Processamento de dados para ML | Treinando os primeiros modelos | Cross-Validation | Comparando modelos | Teste final – Fundamentos de AI e Machine Learning","4.8","Introdução ao Machine Learning | Como tirar suas dúvidas? | AI Forte x AI Fraco | Machine Learning x Inteligência Artificial | A estrutura de um projeto de Machine Learning | Tipos de algoritmos de ML | Regressão x Classificação | Problemas do ML | Quiz – Conceitos essenciais de Machine Learning | Uma visão geral sobre o projeto | Apresentação do Kaggle | O checklist do ML | Análise exploratória dos dados | Finalizando a análise exploratória dos dados | Correlação | Análise de correlação nos dados | Como funciona o treino? | Processamento de dados para ML | Treinando os primeiros modelos | Cross-Validation | Comparando modelos | Teste final – Fundamentos de AI e Machine Learning","Recomendado concluir módulos anteriores da trilha 'Data Science & Machine Learning' ou ter base em Python","Avaliação interna alta, conteúdo consolidado."
"94","Data Science & Machine Learning","Modelos de Classificação e Regressão","3h 30min","Python","não encontrado","Entenda o que são modelos de classificação e regressão em Machine Learning, como eles aprendem e como criá-los na prática.","Classificação com o conjunto de dados MNIST | Classificador binário: introdução e medida de acurácia | Métricas essenciais para um modelo de classificação | Classificação multiclasse e multilabel | Regressão linear | Gradient descent | Regressões polinomiais | Balanço viés-variância | Ridge regression | Regressão logística | Regressão Softmax | Projeto: Regressão linear em dados de E-commerce | Projeto: Regressão logística em dados de publicidade","Apresentação do curso – Modelos de Classificação | MNIST | Explorando o dataset | O classificador binário | Medindo a acurácia de um modelo binário | Métricas essenciais para modelos de classificação | Métricas de classificação no Python | Classificação Multiclasse | Classificação Multilabel | Apresentação do módulo | Regressão Linear 1 | Regressão Linear 2 | A equação normal para resolução de regressões lineares | A equação normal na prática | Gradient Descent | Implementando o Gradient Descent | Regressões Polinomiais 1 | Regressões Polinomiais 2 | Balanço Viés-Variância | Ridge Regression | Ridge Regression na Prática | Regressão Logística | O custo de uma regressão logística | Regressão logística na prática | Regressão Softmax | Como treinar um modelo de Softmax? | Entropia | Cross Entropy | Treinando Modelo de Cross Entropy | Apresentação do projeto – Regressão linear","4.8","Apresentação do curso – Modelos de Classificação | MNIST | Explorando o dataset | O classificador binário | Medindo a acurácia de um modelo binário | Métricas essenciais para modelos de classificação | Métricas de classificação no Python | Classificação Multiclasse | Classificação Multilabel | Apresentação do módulo | Regressão Linear 1 | Regressão Linear 2 | A equação normal para resolução de regressões lineares | A equação normal na prática | Gradient Descent | Implementando o Gradient Descent | Regressões Polinomiais 1 | Regressões Polinomiais 2 | Balanço Viés-Variância | Ridge Regression | Ridge Regression na Prática | Regressão Logística | O custo de uma regressão logística | Regressão logística na prática | Regressão Softmax | Como treinar um modelo de Softmax? | Entropia | Cross Entropy | Treinando Modelo de Cross Entropy | Apresentação do projeto – Regressão linear","Recomendado concluir módulos anteriores da trilha 'Data Science & Machine Learning' ou ter base em Python","Avaliação interna alta, conteúdo consolidado."
"95","Data Science & Machine Learning","Modelos Não Supervisionados","1h 29min","Python","não encontrado","Entenda o que são modelos não supervisionados em Machine Learning e como aplicá-los a dados reais para encontrar respostas.","Introdução ao aprendizado não supervisionado | KMeans: introdução, prática e problemas | Mixture models e Mixture models Gaussianos | Detecção de anomalias | Projeto: clusterização e segmentação de universidades americanas","Apresentação do curso – Aprendizado não supervisionado | KMeans na prática | Como o algoritmo de KMeans funciona? | Problemas do K-Means | Elbow Method (O método do cotovelo) | Mixture Models | Definição matemática dos mixture models | Gaussian Mixture Models | Gaussian Mixture Models na Prática | Detecção de anomalias com GMM | Projeto classificação de universidades | Análise exploratória de dados | Treinando um modelo de KMeans","4.8","Apresentação do curso – Aprendizado não supervisionado | KMeans na prática | Como o algoritmo de KMeans funciona? | Problemas do K-Means | Elbow Method (O método do cotovelo) | Mixture Models | Definição matemática dos mixture models | Gaussian Mixture Models | Gaussian Mixture Models na Prática | Detecção de anomalias com GMM | Projeto classificação de universidades | Análise exploratória de dados | Treinando um modelo de KMeans","Recomendado concluir módulos anteriores da trilha 'Data Science & Machine Learning' ou ter base em Python","Avaliação interna alta, conteúdo consolidado."
"96","Dashboards Interativos com Python","Dashboards com Dash","10h 49min","Python","Dash, Plotly","Aprenda a criar dashboards profissionais e interativos usando Python e as poderosas bibliotecas Plotly e Dash.","Introdução ao Dash | Comparação de Dash com Excel, PowerBI e Tableau | Construção de dashboards | Customização do layout de dashboards | Revisão de HTML e CSS | Técnicas avançadas em callbacks: states, callbacks em cadeia, e detecção de triggers | Primeiro projeto: Dashboard de análise de vendas em supermercados | Layouts profissionais com Dash Bootstrap Components | Colocando projetos em produção: estratégias de deploy | Boas práticas em Dash e componentes especiais | Projeto: Sales Analysis – Dashboard de vendas de call center | Projeto: NYC Sales – Dashboard de vendas de imóveis | Projeto: Asimov Associates – Webapp de gestão de escritório de advocacia","Introdução ao curso | Do que o Dash é capaz? | Pré-requisitos para o Curso | Como o curso está estruturado? | Dash x Excel, Tableau e Power BI | Como tirar suas dúvidas? | Introdução Dash | Instalação Dash | Estrutura básica do Dash | Layout 1 | Customização do layout | Layout 2 | Decorators | Callbacks – 1 | Callbacks com gráficos | Callbacks com múltiplos inputs | Quiz – 1 | O uso de States | Callbacks em cadeia | Quando callbacks são executados? | Lidando com variáveis globais – Callbacks | Detecção de triggers em callbacks | Apresentação do projeto de vendas em supermercados | Ingestão de dados | Layout – Dashboard de vendas | Callbacks – Dashboard de vendas | Que nível de projetos atingiremos? | Revisão de HTML | Revisão de CSS e como utilizar no Dash? | Utilizando temas do DBC","4.8","Introdução ao curso | Do que o Dash é capaz? | Pré-requisitos para o Curso | Como o curso está estruturado? | Dash x Excel, Tableau e Power BI | Como tirar suas dúvidas? | Introdução Dash | Instalação Dash | Estrutura básica do Dash | Layout 1 | Customização do layout | Layout 2 | Decorators | Callbacks – 1 | Callbacks com gráficos | Callbacks com múltiplos inputs | Quiz – 1 | O uso de States | Callbacks em cadeia | Quando callbacks são executados? | Lidando com variáveis globais – Callbacks | Detecção de triggers em callbacks | Apresentação do projeto de vendas em supermercados | Ingestão de dados | Layout – Dashboard de vendas | Callbacks – Dashboard de vendas | Que nível de projetos atingiremos? | Revisão de HTML | Revisão de CSS e como utilizar no Dash? | Utilizando temas do DBC","para o Curso","Produto final visível (dashboard/webapp), ótimo para portfólio e entrega de valor imediato."
"97","Data Science & Machine Learning","Árvores de Decisão e Ensemble Learning","1h 40min","Python","não encontrado","Aprenda a aplicar os conceitos de Árvores de Decisão e Ensemble Learning.","O que são árvores de decisão e como elas funcionam | Função custo para modelos de árvore | Overfitting em modelos de árvore | Árvores de decisão em problemas de regressão | Ensemble Learning | Random Forests | Projeto: Análise de crédito com Machine Learning","Apresentação do curso – Modelos de árvores | O que é uma árvore de decisão | Como funciona uma árvore de decisão | Gini Impurity | A lógica por trás da função custo | Overfitting em modelos de árvores | Decision Trees em problemas de regressão | Quiz 1 – Fundamentos de Árvores de Decisão | Função custo dos modelos de regressão | Ensemble Learning | Ensemble Learning na prática | Bagging | Random Forests | Feature Importance | Quiz 2 – Ensemble Learning e Random Forests | Apresentação – Análise de crédito com Machine Learning | Análise exploratória dos dados de Peer to Peer Lending | Implementando modelo de árvores | Quiz 3 – Projeto de Análise de Crédito | Teste Final – Modelos Inteligentes de Árvore","4.9","Apresentação do curso – Modelos de árvores | O que é uma árvore de decisão | Como funciona uma árvore de decisão | Gini Impurity | A lógica por trás da função custo | Overfitting em modelos de árvores | Decision Trees em problemas de regressão | Quiz 1 – Fundamentos de Árvores de Decisão | Função custo dos modelos de regressão | Ensemble Learning | Ensemble Learning na prática | Bagging | Random Forests | Feature Importance | Quiz 2 – Ensemble Learning e Random Forests | Apresentação – Análise de crédito com Machine Learning | Análise exploratória dos dados de Peer to Peer Lending | Implementando modelo de árvores | Quiz 3 – Projeto de Análise de Crédito | Teste Final – Modelos Inteligentes de Árvore","Recomendado concluir módulos anteriores da trilha 'Data Science & Machine Learning' ou ter base em Python","Avaliação interna alta, conteúdo consolidado."
"98","Aplicações Inteligentes com IA","Comece por aqui - Trilha Aplicações inteligente com IA","6min","Python","não encontrado","Entenda como a trilha está organizada e em que ordem fazer os cursos para sair do zero até criar suas próprias aplicações de IA.","Entender o que a trilha entrega e até onde ela leva você | Conhecer a ordem recomendada dos cursos e o que cada um resolve | Identificar quais cursos são obrigatórios e quais são eletivos para quem já programa | Compreender por que a trilha foi reformulada e o que mudou em relação à versão anterior | Saber quando recorrer à trilha antiga para aprofundar programação ou frameworks | Visualizar os projetos práticos que você vai construir ao longo do caminho","não encontrado","4.9","Apresentação – Trilha Aplicações Inteligentes com IA | O que é a Trilha Aplicações Inteligentes com IA? | Como a Trilha Aplicações Inteligentes com IA está organizada?","Nenhum - curso introdutório / onboarding","Curso de onboarding, curta duração, ideal para entender a trilha antes de investir tempo nos módulos técnicos."
"99","Aplicações Inteligentes com IA","Pensando como um Programador (usando Python e IA)","2h 16min","Python","Cursor, Claude Code","Domine os fundamentos da programação para guiar bem as IAs que escrevem código, sem decorar sintaxe e sem instalar nada.","Entender o que é uma linguagem de programação e quais elementos se repetem em todas elas | Trabalhar com variáveis, operadores e estruturas condicionais | Organizar dados em listas e dicionários (JSON) | Criar funções e entender a lógica de entrada, transformação e saída | Usar for e while para repetir operações | Compreender programação orientada a objetos sem se assustar com o conceito | Escrever e rodar Python no Google Colab, sem instalar nada | Montar seus primeiros projetos com IA, aprendendo bibliotecas, arquivos e tratamento de erros no processo","Uma nova abordagem para aprender programação | Como este curso está estruturado | Variáveis | Operadores | If Else | Listas | Dicionários (JSON) | For Loops | While | Funções | Programação Orientada a Objetos | Primeiros projetos usando IA | O primeiro projeto com AI – Números primos | Trabalhando com bibliotecas | Acessando e modificando arquivos por nós | E os próximos passos?","4.9","Uma nova abordagem para aprender programação | Como este curso está estruturado | Variáveis | Operadores | If Else | Listas | Dicionários (JSON) | For Loops | While | Funções | Programação Orientada a Objetos | Primeiros projetos usando IA | O primeiro projeto com AI – Números primos | Trabalhando com bibliotecas | Acessando e modificando arquivos por nós | E os próximos passos?","Recomendado concluir módulos anteriores da trilha 'Aplicações Inteligentes com IA' ou ter base em Python","Avaliação interna alta, conteúdo consolidado."
"100","Aplicações Inteligentes com IA","Criando Sistemas Agenticos com Langchain","1h 51min","Claude / Prompt Engineering (IA)","LangChain","Coloque uma LLM como cérebro da sua aplicação: memória, ferramentas, system prompt e agentes construídos com LangChain.","Diferenciar lógica determinística de sistemas agênticos | Entender o conceito de harness: o que envolve o modelo e o torna um agente | Implementar memória de conversa gerenciando o histórico manualmente | Dar ferramentas a uma LLM e transformar texto em execução | Escrever system prompts que definem papel, regras e comportamento do agente","não encontrado","5","Apresentação | Agente Modelo + Harness | Primeiros passos trabalhando com LLMs | Adicionando memória na LLM | Como fazer a LLM usar ferramentas | O System Prompt | Usar ou não frameworks de AI? Porque Langchain? | Custo dos modelos | Trabalhando com Modelos | Mensagens e Ferramentas | Implementando nosso primeiro agente com ReAct | A Classe Agent","Recomendado concluir módulos anteriores da trilha 'Aplicações Inteligentes com IA' ou ter base em Claude / Prompt Engineering (IA)","Foco em agentes IA modernos, alta empregabilidade, stack atual do mercado (2025-2026)."
"101","Aplicações Inteligentes com IA","Coder Toolbox - Conceitos essenciais para programar com IA","2h 37min","Python","FastAPI, Cursor, Claude Code, Git","Entenda o que a IA está construindo por baixo dos panos: APIs, banco de dados, deploy e segurança, sem virar programador tradicional.","Instalar e configurar Cursor, Python e um ambiente de desenvolvimento local | Ler e interpretar erros e dar à IA o contexto certo para corrigi-los | Versionar código com Git para voltar no tempo e não quebrar o que funciona | Entender o que é uma API e consumir APIs externas com Python | Criar sua própria API com FastAPI e expor endpoints | Construir um front-end que consome seu back-end | Conectar um modelo de linguagem ao seu aplicativo via OpenRouter | Fazer deploy do projeto, configurar logs e aplicar segurança básica","Apresentação do Curso | Setup inicial do Cursor e rodando nosso primeiro script | Guia de Instalação – Python | Guia de Instalação – Cursor | Bibliotecas e Ambientes virtuais | Gerenciamento de erros (stack trace e erros invisíveis) | Versionamento de projetos com Git | APIs (conectando nosso app com o mundo) | Apresentação do módulo | Configurando o Cursor com OpenRouter | Adicionando inteligência ao nosso App | Criando nossa primeira API (backend) | Criando o Frontend | Banco de dados e autenticação | Deploy (compartilhando nosso projeto com o mundo)","5","Apresentação do Curso | Setup inicial do Cursor e rodando nosso primeiro script | Guia de Instalação – Python | Guia de Instalação – Cursor | Bibliotecas e Ambientes virtuais | Gerenciamento de erros (stack trace e erros invisíveis) | Versionamento de projetos com Git | APIs (conectando nosso app com o mundo) | Apresentação do módulo | Configurando o Cursor com OpenRouter | Adicionando inteligência ao nosso App | Criando nossa primeira API (backend) | Criando o Frontend | Banco de dados e autenticação | Deploy (compartilhando nosso projeto com o mundo)","Recomendado concluir módulos anteriores da trilha 'Aplicações Inteligentes com IA' ou ter base em Python","Avaliação interna alta, conteúdo consolidado."
"102","Aplicações Inteligentes com IA","Masterclass - Criando Interfaces Absurdas com IA","25min","Claude / Prompt Engineering (IA)","não encontrado","Aprenda o método do design system para transformar qualquer IA em designer sênior e fugir do visual genérico.","Entender por que a IA gera design genérico por padrão | Reconhecer a hierarquia das referências: prompt, imagem e código | Criar um arquivo de design system a partir de uma referência real | Usar o prompt extrator para gerar o design system automaticamente | Baixar o código de sites de referência para alimentar a IA","não encontrado","4.9","Masterclass – Criando Interfaces Absurdas com IA","Recomendado concluir módulos anteriores da trilha 'Aplicações Inteligentes com IA' ou ter base em Claude / Prompt Engineering (IA)","Avaliação interna alta, conteúdo consolidado."
"103","Trading Quantitativo","Backtesting - Avaliando Estratégias de Trading com Dados Históricos","2h 57min","Python","não encontrado","Domine as ferramentas essenciais para testar suas estratégias de trading com Python.","Introdução ao Backtesting | Componentes de uma estratégia de investimento | Intuição matemática por trás de estratégias | Análise de cenários com simulação de Monte Carlo | Simulação uma estratégia de Martingale | Backtesting na prática: backtest de estratégia de RSI com obtenção e tratamento de dados | Métricas e otimização","não encontrado","4.8","Introdução ao Backtesting | Componentes de uma estratégia de investimento | Intuição matemática por trás de estratégias | Análise de cenários com simulação de Monte Carlo | Simulando uma estratégia de Martingale | Por que backtestar | Quiz 1: Fundamentos de Backtesting | Backtestando uma estratégia de RSI | Obtenção e tratamento de dados | Calculando o RSI | Backtestando a estratégia | Quiz 2: Implementação Prática de Backtesting | Calculando a curva de retornos da estratégia | Vieses operacionais | Mensuração de parâmetros | Mensuração de performance | Otimização de parâmetros | Quiz 3: Análise Avançada e Vieses de Backtesting | Teste Final – Avaliando Estratégias de Trading com Dados Históricos","Recomendado concluir módulos anteriores da trilha 'Trading Quantitativo' ou ter base em Python","Avaliação interna alta, conteúdo consolidado."
"104","Ferramentas de AI para Desenvolvedores","Cursor 3 - Desenvolvimento Assistido por IA","1h 12min","IA (Claude/Cursor/Antigravity)","Cursor","Aprenda a utilizar o Cursor 3 para desenvolver aplicações com o apoio de Inteligência Artificial. Neste curso você conhecerá os principais recursos da IDE, apre","Instalar e configurar o Cursor 3 no Windows. | Conhecer os principais recursos da IDE. | Utilizar o Ask Mode para compreender projetos e gerar documentação. | Utilizar o Agent Mode para implementar funcionalidades. | Trabalhar com IA utilizando um fluxo de desenvolvimento eficiente. | Desenvolver uma aplicação web estática com o apoio da IA.","Introdução | Conhecendo o Cursor e conversando com a IA | Colocando o Agent para trabalhar | Desenvolvendo uma aplicação estática com IA | Subagents – Entendendo o Basico | Múltiplos Subagents | Agente Coordenador de Projeto","4.7","Introdução | Conhecendo o Cursor e conversando com a IA | Colocando o Agent para trabalhar | Desenvolvendo uma aplicação estática com IA | Subagents – Entendendo o Basico | Múltiplos Subagents | Agente Coordenador de Projeto","Recomendado concluir módulos anteriores da trilha 'Ferramentas de AI para Desenvolvedores' ou ter base em IA (Claude/Cursor/Antigravity)","Curso intermediário, bom para aprofundar e complementar trilha."
"105","Python para Web","Django: models, admin e formulários","1h 23min","Python","Django","Aprenda como o Django se conecta ao banco de dados, o papel dos models e salve dados de forma prática em seus projetos.","O que é ORM e como ele funciona | Como criar models no Django | Como salvar e consultar dados no banco | Como usar e personalizar a área do Admin | Como adicionar filtros e buscas no painel administrativo | Como organizar dados de forma prática para projetos reais","não encontrado","4.7","Introdução | Persistência de dados | O que é ORM | Models | Tabelas e registros | Quiz 1 – Django: models, admin e formulários | Django Admin | Busca e filtros | Listando receitas | Mostrar receita pelo ID | Quiz 2 – Django: models, admin e formulários | Formulários | Verificando campos e avisando o usuário | Editando registros | Quiz 3 – Django: models, admin e formulários | Teste Final – Django: models, admin e formulários","Recomendado concluir módulos anteriores da trilha 'Python para Web' ou ter base em Python","Back-end Python sólido, essencial para quem quer virar dev web."
